long-read	short-read
64.57953619730765	22.524551
64.6058951916739	18.89111
6.207568288095059	13.089258
15.697260077030636	11.123249
0.0	0.193135
8.900384796423811	2.766662
143.98844737325635	17.139451
2.0259630762287664	0.994295
1.6483114860416166	0.269264
0.0	0.345615
0.6099769481568871	2.971486
95.20449638976572	92.49478
0.297378459679185	0.806512
0.363852208658835	0.313794
0.1193296401737883	0.303578
266.58074114361347	231.593258
0.0	0.0
44.38000090271599	4.267513
0.3435081712622747	0.0
7.582999321140865	7.977333
0.0	0.0
0.0	0.010891
11.3753751865309	5.159478
17.329914471360414	3.962938
9.142123642746434	6.143481
0.0	0.00445
0.1994913833681199	0.355306
4.722653157286104	2.37167
0.224234500685096	0.096798
5.653252016350316	1.553774
0.1261777561106974	0.0
0.0961803843337568	0.01116
0.2121081619679368	0.066432
0.0	0.0
1.2680000257918853	2.032099
4.190786729272559	0.187547
1.7247950661392726	2.537784
3.689908958881854	1.796239
0.0	0.0
1.857223151741726	0.766311
57.68442302109889	14.873683
8.926460142507084	2.862544
22.37600871960433	9.916609
0.0631577523763698	0.207256
0.0	0.079293
25.402902772349464	40.254015
0.0	0.047953
1.8442911448965449	2.154846
0.0	0.0
0.0	0.0
0.1432879286111573	0.0
5.916733074895374	10.556095
0.0	0.0
0.694091195881881	0.122241
6.6626248425857515	3.968777
0.0	0.180177
25.41025888444661	3.975546
0.0	0.086002
21.72420452351608	16.459067
124.59461838429944	27.197056
4.904643645042794	59.154809
1.6349619897778522	0.655302
0.0	0.0
45.20328615808585	2.667225
0.0	0.0
17.625021515062105	0.038486
4.444932123509528	6.565335
13.130183933851855	12.312137
0.4819368372933407	0.0
0.0858027455346752	0.125499
0.5696116443695429	0.573265
7.495927963670216	10.054159
1.90322693760006	0.217569
0.2177976514889591	1.965966
0.0	0.344978
21.853586232266416	5.634389
0.0	0.0
7.881451219271686	3.386636
1.0629765948875474	0.879017
8.229117009901811	12.058383
3.8025118144345864	1.534552
0.0351580074000332	0.095944
65.48963032260764	22.342442
0.4362933723737162	0.689061
5.980775469565105	2.514583
0.0	0.0
0.4139144277918613	1.945645
2.375466258754687	2.208817
0.9321651750534504	0.267835
1.3729827679488726	0.319116
4.76806328379847	1.100772
0.0	0.079775
0.2240174295324483	0.486665
4.13990375393291	0.663391
169.06965082966985	18.997161
6.944920866065692	1.828751
0.0	0.0
4.906687778888084	3.359438
0.0	0.138665
2.6153933624211017	2.361287
2.52065360649098	4.44812
2.4071775801701016	0.053316
1.7075228738044277	2.237807
0.0	0.0
18.80717352742558	3.698176
1.6045377830224743	1.108694
1.100944212695791	2.846044
0.6566685718133345	3.182136
5.859215461371002	6.250469
70.32583305264646	25.176039
0.0	0.0
63.10004047722189	7.82567
2.5899273050589717	1.654579
67.05112488554232	11.47765
1.6499822082496902	0.733572
0.0	0.0
1.1650598097269684	3.091744
0.3941875730790521	1.623666
0.1778025391525309	1.68142
2.6013832396194716	3.510987
0.0	0.0
0.7142284095895651	1.754191
93.98058208521698	0.341
1.0816078743024964	0.0
0.0	0.0
0.0	0.0
3.634126674548499	0.500227
8.092788444385356	1.663549
0.7562418454477747	3.737613
26.78950857411185	0.825604
2.597194216689328	0.354502
58.51367261877482	6.4553
226.8469905296976	59.515133
9.691675435929527	1.78028
23.056001387246624	11.592241
0.5509762016833788	0.382241
42.39423471627112	17.273103
31.312451675489825	4.453839
0.3327725118018681	0.42936
0.0	0.0
1.6040824842879833	3.451704
0.989989324949814	0.515898
0.3861660487392893	0.056612
4.422652073941937	3.269562
0.0317391310803756	0.069
0.1467406497825105	0.173317
0.2517150159974827	0.512493
0.0	0.837769
1.2924133125906414	0.547402
5.2791647729045525	4.000767
0.0530635186211921	0.039038
4.039944727693329	6.328179
19.44301522250078	4.792754
5.394172603893219	2.907503
6.711918087922424	5.560956
13.57265419700922	4.018427
0.5886630984633047	0.174374
0.0	0.01202
4.1421838551375725	7.159998
120.1758293378028	37.758536
0.2240174295324483	0.165484
0.2197104245972173	2.219054
49.7234181792556	17.189019
4.883421233034753	3.601047
0.0	0.0
0.8095976841061893	0.33066
4.949946624749071	2.999757
1.5722123462048008	14.793061
0.0706811254450272	0.149946
0.0	0.0
0.0	0.0
6.535498692013796	0.0
0.2153318902360599	0.97119
1.1719659538569105	2.731946
1.0979306792668788	0.46369
13.259318725673593	3.234905
1.3985391552575916	1.654395
0.0	0.0
0.2789192503499627	0.046048
1.006495127395516	0.76754
0.7542334774371698	0.08323
98.81761318446824	12.554349
0.0	0.006327
0.0	0.045484
1.6795887438412676	0.215087
1.0137435490948663	0.807176
49.42522298758027	2.738207
0.0	0.0
0.0553877464593152	1.341457
0.6606995137959146	2.364161
0.0	0.0
25.208352097767495	3.985743
0.615303372438291	5.496339
0.1567818460074655	0.266203
0.0	0.005705
0.0	0.0
0.0378677801844246	1.749283
6.894483561669959	1.781678
1.00394795968338	0.13155
2.320065930892486	1.440127
2.055346592163849	3.032086
18.607379321177454	0.0
2.152651206576922	0.749866
0.5864844435007724	1.566731
77.59856445265311	31.137505
18.165564801593025	9.13043
0.0581773245722833	0.077368
4.239831526328675	2.452323
0.0	0.086325
80.13665586551008	19.919603
0.0	0.022721
5.330911103198345	1.457182
0.0	0.218618
0.0	0.0
0.2399896341270615	0.153424
2.590755750418446	1.916434
0.0	0.0
1.5230604999227912	0.275187
2.386739958861632	0.567082
1.1841417514857544	3.087197
0.4654798945256131	0.0
0.0	0.0
0.0	0.0
59.38239102178159	9.8999
50.21160479491924	37.909239
0.0	0.0
0.0	0.0
18.77835284097942	2.605215
36.18922749545042	15.336242
21.91041549106666	0.877241
1.1648154599346596	0.185619
1.0041657830636543	2.541177
7.671971327223697	2.145305
3.4809402149598614	0.962048
6.298733855930698	0.0
14.615368718338049	8.563247
0.0657975560725104	0.298651
0.0223995745529976	3.201248
7.740827622241835	6.333453
1.121097583779411	2.254348
145.61432839957638	17.354193
0.0	0.0
1.033709665696329	1.775399
962.5978071256076	101.965383
0.0	0.0
0.1964431279346511	0.313424
2.43185292557155	3.569177
0.1654110112273188	0.043693
0.0	0.0
24.74705964460696	11.476295
2.2386914915648486	2.969783
0.9180912683990178	0.904003
0.4479481314499014	0.32576
9.122894416334406	1.674756
0.0	0.040405
1.9744880947697871	1.755515
4.3694178011436176	1.273909
0.0	0.011326
0.3622857216548243	0.036534
1647.1184267748442	224.088441
0.0610902863534897	0.0
0.0728850408526044	0.619073
0.0	0.0
0.1104582361370019	0.0
2.9554279017499243	5.079104
0.0	0.0
0.0	0.0
3.5546851721508306	35.259074
0.8335003443933235	0.38844
23.841096151336387	6.372197
0.0	0.0
1.864817229395468	4.220059
0.1348150333277128	0.063365
0.1780076959284762	0.248761
5.189353963403317	2.312304
0.0	0.014835
22.24839999198168	3.387507
16.00111085454506	5.315613
2.271509248657856	12.317583
0.7725111433097819	0.40729
2.228051174137966	1.752481
0.0	0.007547
0.0	0.0
0.0651736776305911	0.006749
0.0	0.090065
14.752692607770976	2.476133
0.1476770929846962	0.155997
0.0	0.012957
1.6448082282928085	3.140655
0.2070319881073756	0.78688
0.0	0.072064
24.548099999191543	16.296897
0.4561301012621926	1.599755
10.71439876537265	4.283598
0.0609294377848918	0.010118
0.0	0.082924
0.0	0.040496
5.067372365847134	4.478193
84.25323753734403	17.14095
0.0	0.0
0.0	0.0
0.0	0.0
35.38022585406374	16.725413
0.9198145268248522	0.254454
0.6322677724235495	0.366614
0.8241749277258297	0.532936
0.5455638617847208	0.316195
18.7376522029975	147.007564
0.3438484468157787	0.966936
8.375185064140739	2.456542
10.74002180507482	5.546618
0.7648512825424797	0.123827
0.2833129342642251	0.603618
0.0	0.001945
13.323854032936811	0.024301
30.79521032940834	10.335638
0.0	0.0
17.0222071056853	3.297907
29.761391681480145	5.303666
0.0	0.006234
