sample_id	salmon_rsem
GTOP-CC141-1856-SN-YM5Z	0.8311121090465526
GTOP-BA211-2099-SN-TN7H	0.7994322580185655
GTOP-CB052-0262-SN-7QH6	0.829941834848369
GTOP-BI281-0160-SN-EA2K	0.7991415963514569
GTOP-CI222-1108-SN-897E	0.8218636305300371
GTOP-BG311-0160-SN-CUT9	0.8338771654115205
GTOP-CC141-2099-SN-9Z6J	0.8480368189611321
GTOP-CE111-1392-SN-DXL6	0.8125645242341218
GTOP-BB201-1584-SN-HWR5	0.8060152977417563
GTOP-BJ171-1856-SN-H0DS	0.817889279332708
GTOP-AK221-2099-SN-W9VD	0.8231368761361002
GTOP-CC201-1856-SN-5RYK	0.8344463405579854
GTOP-CB271-4018-SN-80EB	0.822804833972324
GTOP-CC061-1236-SN-8J0Z	0.8479770087135675
GTOP-CL171-5415-SN-E4DH	0.84216709045944
GTOP-BL161-0087-SN-5EJ5	0.8758765697088354
GTOP-CC311-4019-SN-5DPI	0.8509720919007808
GTOP-CA081-0160-SN-HKW0	0.8104679912193774
GTOP-CG071-4022-SN-EFV6	0.8149700640719039
GTOP-CC231-0160-SN-AGL4	0.858670828010162
GTOP-BK161-0378-SN-G6CU	0.8376293148232722
GTOP-CG261-3082-SN-6DMI	0.823887162808004
GTOP-CA081-0087-SN-A3NQ	0.8708406847011692
GTOP-AK091-2099-SN-9WIK	0.8302857049650564
GTOP-BH101-0087-SN-23BW	0.8494087682527776
GTOP-CA161-1392-SN-A0M0	0.83273622588135
GTOP-CG091-1392-SN-M8TI	0.7987685742446693
GTOP-BG291-1108-SN-7SRS	0.8577981854291384
GTOP-BL261-1236-SN-BWT1	0.8123057489561744
GTOP-BG091-1108-SN-7TWT	0.8582848807296333
GTOP-CC061-3082-SN-MMJ4	0.8666459983997395
GTOP-BF221-0378-SN-U6WJ	0.816028497273082
GTOP-BG171-1108-SN-09VM	0.863654588065144
GTOP-CB052-0378-SN-KLH7	0.7999352240315654
GTOP-BL271-1392-SN-JP31	0.812461063058248
GTOP-CF301-2099-SN-8TE1	0.8272391874750099
GTOP-CG041-4022-SN-U0P5	0.8100502449656665
GTOP-CG172-0160-SN-S7B2	0.8344777230989429
GTOP-BI281-1053-SN-TVS5	0.851508998528003
GTOP-AK112-4022-SN-6XP3	0.7911535883485874
GTOP-BA132-1053-SN-J594	0.801427155325488
GTOP-CI291-1108-SN-8WTE	0.8267716686590965
GTOP-CJ111-1236-SN-MCP9	0.8243249744696282
GTOP-BB202-0378-SN-9X62	0.7955595549594147
GTOP-CF301-1236-SN-8I2U	0.8108688167902245
GTOP-BE181-1392-SN-IP4O	0.8246588002507023
GTOP-CH102-1108-SN-X9FC	0.8162782004420304
GTOP-BC191-1236-SN-L93B	0.7915783956524414
GTOP-CA031-0262-SN-82Q7	0.8209800769521816
GTOP-CI301-4002-SN-1DVN	0.8687912861981246
GTOP-BB201-4003-SN-O64A	0.8072564239370705
GTOP-CH082-0378-SN-X9QK	0.8121528212776894
GTOP-CD121-0378-SN-V3TM	0.8043023955352204
GTOP-CE141-0087-SN-97D2	0.8445493956703439
GTOP-CE141-1236-SN-36RQ	0.8129168479652804
GTOP-BB251-2099-SN-4N3E	0.793536149772659
GTOP-AK281-1053-SN-H74Y	0.8466387541724187
GTOP-BH071-1856-SN-0OM5	0.8557536075667411
GTOP-AJ221-3082-SN-BJK7	0.8370274828070348
GTOP-BG291-2099-SN-C7TK	0.8801063468029069
GTOP-BG291-1392-SN-H9LF	0.8433911213900316
GTOP-BB211-1053-SN-QRK9	0.8142801386395723
GTOP-BC061-0378-SN-V0DE	0.8233136372526216
GTOP-BD201-3082-SN-HPP3	0.8494024926161846
GTOP-BB251-1053-SN-B1AG	0.8189549856671047
GTOP-CH081-0160-SN-ZV9F	0.8327090747211334
GTOP-BH131-4022-SN-8HS6	0.7964273573073415
GTOP-CC201-1053-SN-315M	0.8479656040360171
GTOP-BC061-1236-SN-FI34	0.8207757704357723
GTOP-BL161-3082-SN-Y1OS	0.832746873642471
GTOP-BI071-0378-SN-SH9Z	0.797600816121087
GTOP-CB281-2099-SN-P3JD	0.8258155750903382
GTOP-CF242-1856-SN-NK1F	0.8269533001121746
GTOP-BD201-1392-SN-YUX8	0.8036365402721046
GTOP-AK112-3082-SN-4RMH	0.8248827706834194
GTOP-AJ142-1053-SN-Y0TC	0.8324330068779934
GTOP-BD011-1856-SN-0V0X	0.8429959463276414
GTOP-CF221-0160-SN-XN52	0.8041876265163124
GTOP-BF271-3082-SN-AM19	0.868440804108813
GTOP-CG061-0378-SN-Z5C4	0.7892595995496784
GTOP-BA181-0378-SN-5R01	0.8068680234103388
GTOP-AK091-1053-SN-B4MX	0.8231037077254162
GTOP-CL161-1236-SN-KLQ9	0.8100200431232243
GTOP-CA171-1053-SN-L17C	0.8526816806709335
GTOP-CB271-4023-SN-OG1G	0.8201239020333011
GTOP-CA031-1053-SN-8W3T	0.8677810831655077
GTOP-BB011-1856-SN-3Q1W	0.8061234793751585
GTOP-CL161-0160-SN-6DI4	0.8060437706762753
GTOP-CH101-1392-SN-7CKR	0.8184745930510934
GTOP-BE221-2099-SN-Y0U5	0.8378021221029958
GTOP-CB121-3082-SN-8G58	0.8209597879916455
GTOP-BB251-1856-SN-E1XX	0.7981195216676558
GTOP-BK071-2099-SN-I6EE	0.7909961487182493
GTOP-BC161-1108-SN-QQK0	0.833469838370649
GTOP-AK092-1108-SN-98YB	0.8275370503156094
GTOP-BL261-1108-SN-3GJR	0.8126331286150549
GTOP-CI301-0087-SN-CG63	0.8552112511730349
GTOP-CA231-1053-SN-L75Z	0.839973018252304
GTOP-BG171-0160-SN-9ADB	0.8332606989192408
GTOP-CG172-1236-SN-FEQ1	0.8109262362375902
GTOP-BL161-1053-SN-9R8U	0.8464630536438128
GTOP-BJ111-1108-SN-EW7A	0.8087907646357516
GTOP-BK191-2099-SN-T9C0	0.8417630407896393
GTOP-BE141-1108-SN-3NL2	0.855079703378722
GTOP-CG261-0160-SN-C0JE	0.8180461559771632
GTOP-CC031-1108-SN-HUN4	0.7952677430911269
GTOP-CH081-1856-SN-L9WQ	0.8408325131408972
GTOP-CI161-0378-SN-T0BO	0.8151735693524419
GTOP-BK071-3082-SN-X4UJ	0.8087351322069541
GTOP-CA231-0378-SN-MKU5	0.8050404678826958
GTOP-BI071-1108-SN-Q93G	0.8411240799472626
GTOP-CA031-0087-SN-8RLV	0.8386050809779403
GTOP-CH091-2099-SN-SRJ0	0.8490751190067999
GTOP-BC061-1108-SN-S9U2	0.8329312875683424
GTOP-BK281-1392-SN-5WZG	0.8086393175585154
GTOP-CF301-0160-SN-B5HC	0.8304354496199471
GTOP-CI211-3082-SN-TH42	0.828829457349784
GTOP-BC191-1392-SN-EW4O	0.8002880773928501
GTOP-BG311-0378-SN-6MU1	0.810581849353965
GTOP-BK251-0160-SN-5QRO	0.8359911174910424
GTOP-CJ231-1236-SN-1QOJ	0.8148062402132492
GTOP-CG091-0262-SN-B62W	0.8371521977076125
GTOP-BL261-3082-SN-SD1T	0.8457730974839046
GTOP-CL171-4018-SN-O2MD	0.8239250268469263
